"diseaseID","disease_name","part","age","infect","insurance","department","checklist","treatment","drugs","period","rate","money"
14131,左束支传导阻滞,nan,无特定人群,无传染性,nan,内科 心内科,多普勒超声心动图,未知,宁心宝胶囊,10-30天,75%,根据不同医院，收费标准不一致，市三甲医院约(1000——5000元)
14132,中度脂肪肝,nan,好发于肝炎后，营养代谢不良，酗酒，药物,无传染性,nan,内科 消化内科,肝功能检查,药物治疗 对症治疗 ,强肝片,3-6个月,90%,根据不同医院，收费标准不一致，市三甲医院约（3000——5000元）
14133,肿胀,nan,无特定人群,无传染性,nan,中医科 中医综合,尿常规,中医治疗 支,肾康宁片,3个月,98%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14134,椎动脉型颈椎病,nan,无特定人群,无传染性,nan,外科 骨外科,颈部MRI检查,支持性治疗 针灸推拿,骨刺片,0.5-1月,90%,根据不同医院，收费标准不一致，市三甲医院约（3000——8000元）
14135,增殖性红斑,nan,无特定人群,无传染性,nan,皮肤性病科 皮肤科,阴茎超声检查,药物治疗 支,注射用甲泼尼龙琥珀酸钠,6-12个月,30-50%，多以控制症状治疗为主,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）
14136,重复阴茎,nan,男性,无传染性,nan,男科,静脉尿路造影,手术治疗 ,未知,1-3个月,60%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14137,支气管结核,nan,无特定人群,呼吸道传播,nan,内科 呼吸内科,结核杆菌检查,药物治疗 ,异烟肼片,2-3个月,85%,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）
14138,真菌性皮肤病,nan,无特定人群,接触传播,nan,皮肤性病科 皮肤科,皮肤涂片显微镜检查,药物治疗 支,硝酸咪康唑乳膏,3个月,80%,根据不同医院，收费标准不一致，市三甲医院约（1000——3000元）
14139,子宫积液,nan,女性,无传染性,nan,妇产科 妇科,宫腔镜,未知,生化丸,1-3个月,40-60%,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）
14140,蜘蛛痣,nan,无特定人群,无传染性,nan,内科 消化内科,肝脏超声检查,物理治疗 ,未知,3-6个月,60%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14141,蛛网膜囊肿,nan,儿童占70%，男性多于女性,无传染性,nan,外科 神经外科,神经系统核医学检查,保守治疗 ,注射用盐酸尼莫司汀,1-2周,100%,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）
14142,足部骨折,nan,青壮年人，男性多见。,无传染性,nan,外科 骨外科,四肢的骨和关节平片,药物治疗 支持治疗 ,独一味颗粒,3个月,40-60%,根据不同医院，收费标准不一致，市三甲医院约（5000——50000元）
14143,子宫内翻,nan,女性,无传染性,nan,妇产科 妇科,宫颈刮片（TCT）,药物治疗 支,补中益气丸,4-8周,外科手术治愈率约为70%,根据不同的医院，收费标准是不一样的，市级三甲医院约（500——2000元）
14144,重度脂肪肝,nan,好发于肥胖，营养代谢不良，妊娠，药物，肝炎后，嗜酒,无传染性,nan,内科 消化内科,肝显像,药物治疗 对症治疗 ,强肝片,3-6个月,90%,根据不同医院，收费标准不一致，市三甲医院约（3000——10000元）
14145,婴幼儿脐疝,nan,儿童,无传染性,nan,儿科 小儿外科,钼靶X线检查,手术疗法 ,未知,一般手术治疗1周左右,99%,根据不同医院，收费标准不一致，市三甲医院约（50——4000元）
14146,子宫恶性肿瘤,nan,女性,无传染性,nan,妇产科 妇科,妇科超声检查,药物治疗 ,醋酸甲羟孕酮分散片,1-3个月,1%,根据不同医院，收费标准不一致，市三甲医院约（10000——100000元）
14147,胰腺肉瘤,nan,无特殊人群,无传染性,nan,外科 肝胆外科,十二指肠钡餐造影,手术治疗 药物治疗 ,未知,2-4个月,30%,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）
14148,亚急性结节性,nan,无特殊人群,无传染性,nan,皮肤性病科 皮肤科,皮损,药物治疗 支,硫唑嘌呤片,30天,70%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元)
14149,原发性甲状旁,nan,无特殊人群,无传染性,nan,内科 内分泌科,甲状旁腺激素,药物治疗 ,鲑鱼降钙素喷鼻剂,3-6个月,80%,根据不同医院，收费标准不一致，市三甲医院约（10000——20000元）
14150,阴道粒细胞肉瘤,nan,见于女性,无传染性,nan,肿瘤科 肿瘤内科,阴道镜检查,药物治疗 ,消癌平片,3个月,65%,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）
14151,椎-基底动脉,nan,无特定人群,无传染性,nan,内科 神经内科,脑多普勒超声（,手术治疗 ,未知,1-2年,40-50%,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）
14152,遗传性球形红,nan,无特殊人群,无传染性,nan,内科 血液科,红细胞膜磷脂,药物治疗 支,未知,30天,10%,根据不同医院，收费标准不一致，市三甲医院约（5000——8000元）
14153,隐翅虫皮炎,nan,无特殊人群,无传染性,nan,皮肤性病科 皮肤科,颅脑CT检查,药物治疗 支,马来酸氯苯那敏片,10--30天,70%,根据不同病情、不同医院，收费标准不一致，市三甲医院约（200——2000元）
14154,眼眶击出性骨折,nan,无特定人群,无传染性,nan,五官科 眼科,眼科检查,手术治疗 支,骨肽片,2-4个月,70%,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）
14155,隐匿型肾炎,nan,无特殊人群,无传染性,nan,内科 肾内科,肾功能检查,药物治疗 ,未知,30天,60%,根据不同医院，收费标准不一致，市三甲医院约（10000——20000元）
14156,阴茎扭转,nan,男性,无传染性,nan,男科,阴茎超声检查,手术治疗 支,未知,1-2周,80%,根据不同医院，收费标准不一致，市三甲医院约(5000——10000元)
14157,应激性溃疡,nan,应激情况下的病人,无传染性,nan,内科 消化内科,上消化道X线钡餐,治疗原发病 ,奥美拉唑肠溶胶囊,治疗周期4-6周,?,根据疾病程度、不同医院，收费标准不一致，市三甲医院约（10000——50000元）
14158,阴挺,nan,女性,无传染性,nan,中医科 中医综合,阴道分泌物细胞学检查,药物治疗 支,补中益气丸,10天,85%,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）
14159,药物免疫性血,nan,无特殊人群,无传染性,nan,内科 血液科,补体结合试验,药物治疗 支,未知,1-3个月,60%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14160,阴茎结核疹,nan,男性，多见于青壮年,病菌感染,nan,传染科,结核杆菌的抗原,药物治疗 支,甲硝唑凝胶,2-4个月,90%,根据不同医院，收费标准不一致，市三甲医院约（5000——20000元）
14161,遗传病,nan,无特发人群,无传染性,nan,内科 遗传病科,染色体,药物治疗  ,氨甲环酸片,1--3个月，有些遗传病需要终生治疗,疾病类型不同，治疗效果和预后不同,根据疾病种类不同，收费不一致，市三甲医院约（2000——5000元）
14162,腰疝,nan,无特殊人群,无传染性,nan,外科 普外科,十二指肠钡餐造影,手术治疗 ,小儿暖脐膏,2-4个月,95%,根据不同医院，收费标准不一致，市三甲医院约(5000——10000元)
14163,阴囊癌,nan,男性，多见于50～70岁,无传染性,nan,外科 泌尿外科,阴囊超声检查,手术治疗 化,甲氨蝶呤片,120天,0.10%,根据不同医院，收费标准不一致，市三甲医院约（80000——150000元）
14164,疣状血管瘤,nan,无特殊人群,无传染性,nan,外科 普外科,血常规,药物治疗 支,注射用盐酸平阳霉素,一个月,60%,根据不同医院，收费标准不一致，市三甲医院约（5000——30000元）
14165,月经病,nan,好发于成年女性,无传染性,nan,妇产科 妇科,阴道分泌物细胞学检查,对症治疗 ,益母草颗粒,根据不同月经类疾病，治疗周期不同,根据不同月经类疾病，治愈率不同,根据不同医院，收费标准不一致；根据不同月经类疾病，治疗费用不同
14166,牙龈瘘管,nan,无特定人群,无传染性,nan,五官科 口腔科,牙髓电活力测定,药物治疗 ,丁硼乳膏,7-14天,90%,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）
14167,阴道壁脱垂,nan,女性,无传染性,nan,中医科 中医综合,阴道触诊,药物治疗 支,补中益气丸,4-8周,75%,根据不同医院，收费标准不一致，市三甲医院约（1000——3000元）
14168,阴虚发热,nan,儿童,无传染性,nan,中医科 中医综合,便常规,药物治疗 支,阿司匹林肠溶胶囊,7-15天,95%,根据不同医院，收费标准不一致，市三甲医院约（2000——5000元）
14169,咽异感症,nan,无特定人群,无传染性,nan,五官科 耳鼻喉科,食道X线钡餐检查,药物治疗 支,维C银翘片,10-30天,70%,根据不同医院，收费标准不一致，市三甲医院约（300——1000元）
14170,瘀血头痛,nan,无特殊人群,无传染性,nan,中医科 中医综合,颅脑CT检查,中医治疗 支,感冒清胶囊,7-14天,85%,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）
14171,阴道内胚窦瘤,nan,女性,无传染性,nan,妇产科 妇科,经阴道超声,药物治疗 支,未知,30天,1%,根据不同医院，收费标准不一致，市三甲医院约（5000——20000元）
14172,言语障碍,nan,无特殊人群,无传染性,nan,内科 神经内科,颅脑CT检查,病因治疗 ,吡拉西坦片,3-6个月,75%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14173,阴道嗜血杆菌,nan,女性,无传染性,nan,妇产科 妇科,阴道分泌物检查,药物治疗 支,参茸卫生丸,2-4个月,95%,根据不同医院，收费标准不一致，市三甲医院约（500——3000元）
14174,小儿胃肠道异,nan,儿童,无传染性,nan,急诊科,纤维胃镜,手术治疗 ,未知,1-7天,95.20%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14175,尤因肉瘤,nan,无特殊人群,无传染性,nan,肿瘤科 肿瘤内科,CT检查,手术治疗 支,强力康颗粒,30天,10%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14176,小儿胃结块症,nan,儿童,无传染性,nan,儿科 儿科综合,血液电解质检查,内科治疗 ,温胃舒颗粒,1-3个月,65%(手术治疗),根据不同医院，收费标准不一致，市三甲医院约（8000——10000元）
14177,小儿神经性厌食,nan,儿童,无传染性,nan,儿科 儿科综合,血液检查,心理治疗 ,甘草锌胶囊,6-12周,75%,根据不同医院，收费标准不一致，市三甲医院约（800——1000元）
14178,小儿维生素D,nan,儿童,无传染性,nan,儿科 儿科综合,维生素D,药物治疗 ,维生素B6片,8-12周,99%,根据不同医院，收费标准不一致，市三甲医院约（1000——2000元）
14179,小儿便秘,nan,婴幼儿,无传染性,nan,儿科 小儿内科,胃肠道功能动力学检查,灌肠治疗 ,未知,2-4周,90%治愈,根据不同医院，收费标准不一致，市三甲医院约（500——10000元）
14180,小儿皮肤黏膜,nan,儿童,无传染性,nan,儿科 儿科综合,C反应蛋白（CRP）,对症治疗 ,阿司匹林片,1-3个月,85%,根据不同医院，收费标准不一致，市三甲医院约（3000——10000元）
14181,阴道异物,nan,女性,无传染性,nan,妇产科 妇科,阴道分泌物检查,药物治疗 支,参茸卫生丸,7天,80%,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）
14182,小儿继发性血,nan,儿童,无传染性,nan,儿科 小儿内科,血常规,药物治疗 ,未知,1-2周,85%,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）
14183,小儿肌阵挛性癫痫,nan,儿童,无传染性,nan,儿科 儿科综合,颅脑CT检查,药物治疗 ,左乙拉西坦片,1-3年或更长,30%,根据不同医院，收费标准不一致，市三甲医院约（2000——5000元）
14184,小儿继发性免,nan,幼儿,无传染性,nan,儿科 小儿内科,血清免疫球蛋白测定,对症治疗 药物治疗 ,胸腺肽肠溶片,需终身治疗,无法彻底根治,根据不同医院，治疗方案不同，病情不同，收费标准不一致
14185,小儿急性喉气,nan,儿童,无传染性,nan,儿科 小儿内科,支气管镜检查,药物治疗 ,川贝枇杷糖浆,7-14天,93%,根据不同医院，收费标准不一致，市三甲医院约（1000——3000元）
14186,小儿白血病,nan,儿童,无传染性,nan,内科 血液科,血常规,药物治疗 骨髓移植 ,硫唑嘌呤片,6-8个月,5%,根据不同医院，收费标准不一致，市三甲医院约（50000——100000元）
14187,先天性巨大色素痣,nan,婴幼儿,无传染性,nan,皮肤性病科 皮肤科,免疫病理检查,手术治疗 支,未知,1-12个月,80%,根据不同医院，收费标准不一致，市三甲医院约（10000——30000元）
14188,先天性肝纤维化,nan,无特定人群,无传染性,nan,肝病,腹部CT,药物治疗，支,维肝福泰片,终身间歇性治疗,无法治愈，有效治疗可以控制病情,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）
14189,先天性肝内胆,nan,无特定人群,无传染性,nan,外科 肝胆外科,CT检查,观察 ,盐酸左氧氟沙星胶囊,1-3个月,50%,根据不同医院，治疗方法及收费标准不一致，市三甲医院约（10000——50000元）
14190,新生儿消化不良,nan,幼儿,无传染性,nan,儿科 小儿内科,便常规,药物治疗 对症治疗 ,盐酸甲氯芬酯胶囊,7天左右,95%,根据不同医院，收费标准不一致，市三甲医院约（500——2000元）
14191,膝外翻,nan,无特殊人群,无传染性,nan,外科 骨外科,四肢的骨和关节平片,手术治疗 ,未知,3-6个月,40-60%,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）
14192,细菌感染,nan,普遍易感,无传染性,nan,内科,皮肤涂片显微镜检查,药物治疗 ,盐酸左氧氟沙星胶囊,根据不同细菌的感染，治疗周期不同,根据不同细菌的感染，治愈率不同,根据不同医院，收费标准不一致；根据不同细菌的感染，治疗费用不同
14193,心内膜炎,nan,无特发人群,无传染性,nan,内科 心内科,多普勒超声心动图,药物治疗 ,氨苄西林胶囊,3-6个月,70-80%,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）
14194,膝关节损伤,nan,无特殊人群,无传染性,nan,外科 骨外科,骨关节及软组织,手术治疗 ,七厘胶囊,2-4周,80%,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）
14195,咽白喉,nan,本疾病患者多是1-7岁儿童,有传染性,nan,传染科,锡克试验,药物治疗 支,依托红霉素片,1-3个月,55%-65%,根据不同医院，收费标准不一致，市三甲医院约（500——5000元）
14196,新生儿先天性膈疝,nan,新生儿,无传染性,nan,儿科 小儿外科,体位,未知,未知,2-4周,60%,根据病情严重程度不同，不同医院，收费标准不一致，市三甲医院约（10000——50000元）
14197,胸椎间盘突出症,nan,多为40岁左右的中年人,无传染性,nan,外科 骨外科,脊柱压痛与叩击痛,手术治疗 ,未知,1-2年,20%，有 8%～35%的患者 1～4年复发,根据不同医院，收费标准不一致，市三甲医院约（2000——10000元）
14198,心理障碍,nan,无特殊人群,无传染性,nan,内科 神经内科,尿常规,心理治疗 ,盐酸阿米替林片,1-3年,80%,根据不同医院，收费标准不一致，市三甲医院约（10000——20000元）
14199,小儿龋病,nan,儿童,无传染性,nan,五官科 口腔科,牙髓电活力测定,牙,西吡氯铵含漱液,门诊治疗，治疗的时间和坏牙的个数和严重程度有关,95%,根据不同医院，收费标准不一致，市三甲医院约每一颗龋齿治疗费用（100——500元）左右
14200,小儿心肌炎,nan,儿童,无传染性,nan,儿科 小儿内科,多普勒超声心动图,一般治疗  ,转移因子口服溶液,3-6个月,95%,根据不同医院，收费标准不一致，市三甲医院约（3000——5000元）
14201,小儿毛细支气管炎,nan,婴幼儿,无传染性,nan,儿科 小儿内科,血常规,药物治疗 ,羧甲司坦片,2-4周,95%以上,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14202,小儿家族性复,nan,儿童,无传染性,nan,儿科 儿科综合,血常规,对症治疗 ,血尿胶囊,1-3个月,80%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14203,周围神经炎,nan,无特定人群,无传染性,nan,内科 神经内科,自主神经功能检查,药物治疗 支,甲钴胺胶囊,1-3个月,80%,根据不同医院，收费标准不一致，市三甲医院约（500——2000元）
14204,子宫颈平滑肌瘤,nan,女性,无传染性,nan,妇产科 妇科,妇科超声检查,手术治疗 ,丹鳖胶囊,1-2周,89.30%,根据不同医院，收费标准不一致，市三甲医院约（5000——20000元）
14205,早孕反应,nan,孕妇,无传染性,nan,妇产科 产科,妊娠检查,药物治疗 支,维生素B6片,7-14天,95%,根据不同医院，收费标准不一致，市三甲医院约（100——300元）
14206,职业性痤疮,nan,无特定人群,无传染性,nan,皮肤性病科 皮肤科,内分泌功能试验,药物治疗 支,头孢氨苄胶囊,1-3个月,75%,根据不同医院，收费标准不一致，市三甲医院约（500——1000元）
14207,掌跖脓疱病,nan,50～60岁，女性多见于男性,无传染性,nan,皮肤性病科 皮肤科,皮肤涂片显微镜检查,药物治疗 支,头孢氨苄胶囊,4-6周,85%-90%,根据不同医院，收费标准不一致，市三甲医院约（1000 ——10000元）
14208,转移性肝癌,nan,无特定人群,无传染性,nan,肝病,血管造影,介入动脉,消癌平片,1-3个月,几乎不能治愈,根据不同级别医院、治疗方案等区别，收费标准也是不一致
14209,足癣,nan,本病多发于中，青年人,接触传染,nan,皮肤性病科 皮肤科,真菌检查,药物治疗 支,水杨酸软膏,一个月左右,80%,根据不同医院，收费标准不一致，市三甲医院约（200 —— 500元）
14210,子宫囊肿,nan,无特定人群,无传染性,nan,妇产科 妇科,腹部MRI检查,药物治疗 ,高锰酸钾外用片,1-3个月,60%-70%,根据不同医院，收费标准不一致，市三甲医院约（3000-10000元）
14211,性心理障碍,nan,无特定人群,无传染性,nan,心理科,脑电图检查,心理治疗 ,未知,4-6个月,70%,根据不同医院，收费标准不一致，市三甲医院约（3000——8000元）
14212,支气管病,nan,无特发人群,无传染性,nan,内科 呼吸内科,纤维支气管镜检查,对症治疗 ,乳酸左氧氟沙星片,根据不同支气管疾病，治疗周期不同,根据不同支气管疾病，治愈率不同,根据不同医院，收费标准不一致；根据不同支气管疾病，治疗费用不同
14213,血栓形成,nan,无特定人群,无传染性,nan,内科 血液科,血管造影,药物治疗 支,抗栓胶囊,6-9个月,65%,根据不同医院，收费标准不一致，市三甲医院约（20000——50000元）
14214,自身敏感性皮炎,nan,无特定人群,无传染性,nan,皮肤性病科 皮肤科,皮肤病的物理检查,药物治疗 ,马来酸氯苯那敏片,1-2周,100%,根据不同医院，收费标准不一致，市三甲医院约（1000--16000元）
14215,椎管狭窄,nan,无特定人群,无传染性,nan,外科 骨外科,脊柱椎体平扫,药物治疗 ,未知,1-2个月,85%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14216,子宫内膜厚,nan,女性,无传染性,nan,妇产科 妇科,子宫内膜活检,药物治疗 手术治疗 ,抗宫炎片,3-6个月,40-60%,根据不同医院，收费标准不一致，市三甲医院约（1000 ——10000元）
14217,肿瘤,nan,无特殊人群,无传染性,nan,肿瘤科 肿瘤内科,肿瘤标志物检测,药物治疗 ,强力康颗粒,3个月-6个月,20%,根据不同医院，收费标准不一致，市三甲医院约（10000——50000元）
14218,脂溢性脱发,nan,无特定人群,无传染性,nan,皮肤性病科 皮肤科,必需微量元素检测,药物治疗 ,克林霉素甲硝唑搽剂,3-6个月,30%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14219,先天性睾丸发育不全,nan,男性,无传染性,nan,男科,睾丸检查,支,注射用重组人绒促性素,1周,0%,治疗目的和方法不一，收费不一定
14220,系统性红斑狼,nan,无特定人群，女性稍多,无传染性,nan,内科 风湿免疫科,眼科检查,药物治疗 支,复方硫酸新霉素滴眼液,3-6个月,60%,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）
14221,小肠扭转,nan,无特定人群,无传染性,nan,急诊科,腹部叩诊,手术治疗 药物治疗 ,盐酸消旋山莨菪碱氯化钠注射液,7天-21天,80%,根据不同医院，收费标准不一致，市三甲医院约（10000——30000元）
14222,肢端肥大症,nan,无特定人群,无传染性,nan,内科 内分泌科,TRH兴奋TS,药物治疗 支,甲磺酸溴隐亭片,6月,60%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14223,阳虚发热,nan,无特殊人群,无传染性,nan,中医科 中医综合,尿常规,中医治疗 支,肾康宁片,7天,90%,根据不同医院，收费标准不一致，市三甲医院约（1000——3000元）
14224,药物中毒,nan,无特发人群,无传染性,nan,急诊科,心电图,药物治疗 ,布美他尼片,7-30天,70%,根据不同情况，不同医院，收费标准不一致，市三甲医院约（1000——10000元）
14225,眼眶黏液囊肿,nan,无特殊人群,无传染性,nan,五官科 眼科,视力,手术治疗 ,强力康颗粒,2--8周,40%,根据不同医院，收费标准不一致，市三甲医院约（2000——10000元）
14226,阴囊坏疽,nan,男性,无传染性,nan,男科,睾丸检查,手术治疗 支,未知,3-6周,80%,根据不同医院，收费标准不一致，市三甲医院约（5000——50000元）
14227,原发性开角型青光眼,nan,患者男性略多，年岁分布于20～60岁之间,无传染性,nan,五官科 眼科,视力,药物治疗 支,拉坦前列素滴眼液,1-3个月，终身随访,80%,根据不同医院，收费标准不一致，市三甲医院约（3000——10000元）
14228,硬红斑,nan,多见青年及中年妇女,无传染性,nan,皮肤性病科 皮肤科,皮肤病的物理检查,药物治疗 ,注射用甲泼尼龙琥珀酸钠,7-14天,80%,根据不同医院，收费标准不一致，市三甲医院约（300——1000元）
14229,眼睑热性疱疹,nan,常见于6个月至15岁儿童,无传染性,nan,中医科 中医综合,眼及眶区CT检查,药物治疗 支,妥布霉素地塞米松滴眼液,1-3个月,95%,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）
14230,腰椎结核,nan,无特定人群,呼吸道传播,nan,外科 骨外科,钼靶X线检查,手术治疗 药物治疗 ,利福喷丁胶囊,3-6个月,30%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14231,幼年型类风湿,nan,儿童,无传染性,nan,儿科 小儿内科,抗ENA抗体,药物治疗 ,阿司匹林肠溶胶囊,3-6个月,75%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14232,睑缘炎,nan,无特发人群,无传染性,nan,五官科 眼科,眼科检查,药物治疗 支,氯霉素滴眼液,2-4周,98%,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）
14233,躁狂抑郁症,nan,无特定人群,无传染性,nan,精神科,颅脑CT检查,心理治疗 ,盐酸帕罗西汀片,1-3个月,80%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14234,圆形糠疹,nan,初发多在青壮年，以20～40岁多见,无传染性,nan,皮肤性病科 皮肤科,皮肤涂片显微镜检查,未知,硫软膏,2-4周,经过治疗98%痊愈,根据不同医院，收费标准不一致
14235,腰椎滑脱,nan,无特发人群,无传染性,nan,外科 骨外科,四肢的骨和关节平片,手术治疗 药物治疗 ,未知,3-6月,90%,根据不同医院，收费标准不一致，市三甲医院约1000——30000元
14236,眼外伤,nan,无特发人群,无传染性,nan,五官科 眼科,眼球运动检查,手术治疗 ,三七片,7-21天,50%,根据不同医院，收费标准不一致，市三甲医院约（500——20000元）
14237,腰椎椎管狭窄症,nan,无特殊人群,无传染性,nan,外科 骨外科,胸腹部垫枕试验,手术治疗 药物治疗 ,未知,15-30天,20%,根据不同医院，收费标准不一致，市三甲医院约（10000——20000元）
14238,营养性贫血,nan,多发生于2岁以下的小儿、青年女性及老年人,无传染性,nan,内科 血液科,血清铁蛋白,药物治疗 支,维血康糖浆,1--6个月,60--80%,根据不同医院，收费标准不一致，市三甲医院约（2000——5000元）
14239,乙状结肠癌,nan,无特定人群,无传染性,nan,肿瘤科 肿瘤内科,纤维结肠镜检查,药物治疗 ,未知,3-6个月,10%,根据不同医院，收费标准不一致，市三甲医院约10000——20000元）
14240,疣状胃炎,nan,无特定人群,无传染性,nan,内科 消化内科,内镜检查,药物治疗 ,奥美拉唑肠溶胶囊,1-2个月,60%,根据不同医院，收费标准不一致，市三甲医院约（2000——5000元）
14241,牙齿过敏,nan,40岁以上人群,无传染性,nan,五官科 口腔科,牙髓温度试验（,药物治疗 对症治疗 ,布洛芬片,7天左右,95%,根据不同医院，收费标准不一致，市三甲医院约（500——3000元）
14242,胰头癌,nan,无特发人群,无传染性,nan,肿瘤科 肿瘤外科,肝、胆、胰、脾,手术治疗 放,尿嘧啶替加氟片,1-2个月,78%,根据不同医院，收费标准不一致，市三甲医院约（5000——8000元）
14243,乙型肝炎病毒,nan,无特殊人群,血液传播、性传播、母婴垂直传播,nan,外科 骨外科,骨关节及软组织,药物治疗 支,阿德福韦酯片,2--6个月,30--50%,根据不同医院，收费标准不一致，市三甲医院约（1000——5000元）
14244,乙型肝炎病毒,nan,儿童多见,母婴传播，血液传播,nan,肝病,乙肝两对半,药物治疗 支,注射用单磷酸阿糖腺苷,5-6个月,30%,根据不同医院，收费标准不一致，市三甲医院约（5000——50000元）
14245,烟雾病,nan,成人发病年龄在20~30岁,无传染性,nan,内科 神经内科,脑血管造影,手术治疗   ,未知,3-5个月,60-70%,发病类型不同，费用不同，三甲医院大约为（20000——50000元）
14246,婴儿痉挛症,nan,儿童,无传染性,nan,儿科 小儿内科,尿常规,药物治疗 支,马来酸氟吡汀胶囊,数周到数年,98%,根据不同医院，收费标准不一致，市三甲医院约（5000——8000元）
14247,眼结石,nan,无特定人群，生活卫生状况差的人群,无传染性,nan,五官科 眼科,眼科检查,药物治疗 ,和血明目片,1-2周,90%,根据不同医院，收费标准不一致，市三甲医院约（50——300元）
14248,右束支传导阻滞,nan,无特殊人群,无传染性,nan,内科 心内科,心电图,药物治疗 支,宁心宝胶囊,1-2个月,70%,根据不同医院，收费标准不一致
14249,营养不良,nan,多见于3岁以下儿童,无传染性,nan,营养科,蛋白质浓度测定,药物治疗 支,维生素B2片,30-60天,60%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14250,亚健康,nan,患者年龄多在18至45岁间,无传染性,nan,其他科室 其他综合,心电图,中医治疗 ,归脾丸,6-9个月,20%,根据不同医院，收费标准不一致，市三甲医院约（1000——3000元）
14251,阴道囊肿,nan,女性,无传染性,nan,妇产科 妇科,阴道窥器检查,未知,高锰酸钾外用片,一周,95%,根据医院不同，收费标准也不一致，三级甲等医院约(3000-5000元)
14252,性高潮障碍,nan,成年人,无传染性,nan,其他科室 其他综合,不育男性体格检查,心理治疗 药物治疗 ,未知,3-6个月,80%,根据不同医院，收费标准不一致，市三甲医院约（500——1000元）
14253,下呼吸道感染,nan,无特发人群,空气传播,nan,内科 呼吸内科,肺和胸膜叩诊,未知,乳酸左氧氟沙星片,7-15天,95%,根据不同医院，收费标准不一致，市三甲医院约（1000--3000元）
14254,锌缺乏病,nan,儿童,无传染性,nan,外科 普外科,血清锌（Zn）,未知,甘草锌胶囊,2-3个月,95%,根据不同医院，收费标准不一致，市三甲医院约(200——1000元）
14255,心血管疾病伴,nan,遗传因素、心理疾病、患有高血压、高血脂、高血糖等疾病患者群,无传染性,nan,内科 心内科,心电图,心理治疗 ,氟哌啶醇片,6个月-1年,40%,根据不同医院，收费标准不一致，市三甲医院约（3000——8000元）
14256,小细胞低色素性贫血,nan,无特定人群,无传染性,nan,内科 血液科,血常规,药物治疗 支,参茸卫生丸,1-6个月,95%,根据不同医院，收费标准不一致，市三甲医院约（5000——10000元）
14257,心理疾病,nan,工作生活压力大者，网络成瘾者，急功近利者，难以适应社会者，老年人缺乏关爱者,无传染性,nan,心理科,神经系统检查,心理治疗为主 ,盐酸阿米替林片,0.6--1 年,80%,根据不同医院，收费标准不一致，市三甲医院约（1000——20000元）
14258,小儿中耳炎,nan,儿童,无传染性,nan,五官科 耳鼻喉科,耳鼻咽喉CT检查,手术治疗 药物治疗 ,阿莫西林颗粒,1周-3个月,40-60%,根据不同医院，收费标准不一致，市三甲医院约（500——2000元）
14259,先天性并指多指畸形,nan,幼儿多见,无传染性,nan,外科 整形美容科,四肢的骨和关节平片,手术治疗 支持治疗 ,未知,10天,70%,根据不同医院，收费标准不一致，市三甲医院约（5000——20000元）
14260,小肠实热,nan,性急易怒，工作压力大，喜油腻辛辣食物者,无传染性,nan,中医科 中医综合,尿常规,自我调整 ,肠内营养乳剂(TP),7-14天,70%,根据不同医院，收费标准不一致，市三甲医院约（200——500元）
